version,group,bench_simple,bench_full,mode,mean,unit,date
new,Cypher,IndexScan.executePlan,"IndexScan.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,138.297194783242,ms,1579947286224
new,Cypher,IndexScan.executePlan,"IndexScan.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,129.224286040816,ms,1579900900073
new,Cypher,IndexScan.executePlan,"IndexScan.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,127.956281750841,ms,1579602689118
new,Cypher,IndexScan.executePlan,"IndexScan.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,127.337982287625,ms,1579557643855
new,Cypher,IndexScan.executePlan,"IndexScan.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,129.325410061016,ms,1579280077629
new,Cypher,CompositeIndexSeek.executePlan,"CompositeIndexSeek.executePlan_(propertyCount,2)_(propertyType,long)_(runtime,slotted)_(selectivity,0.001)",LATENCY,0.116443398590095,ms,1580833090210
new,Cypher,CompositeIndexSeek.executePlan,"CompositeIndexSeek.executePlan_(propertyCount,2)_(propertyType,long)_(runtime,slotted)_(selectivity,0.001)",LATENCY,0.118947814965511,ms,1580766830318
new,Cypher,CompositeIndexSeek.executePlan,"CompositeIndexSeek.executePlan_(propertyCount,2)_(propertyType,long)_(runtime,slotted)_(selectivity,0.001)",LATENCY,0.118023331925102,ms,1580739379847
new,Cypher,CompositeIndexSeek.executePlan,"CompositeIndexSeek.executePlan_(propertyCount,2)_(propertyType,long)_(runtime,slotted)_(selectivity,0.001)",LATENCY,0.115022563054868,ms,1580375605806
new,Cypher,CompositeIndexSeek.executePlan,"CompositeIndexSeek.executePlan_(propertyCount,2)_(propertyType,long)_(runtime,slotted)_(selectivity,0.001)",LATENCY,0.114721678351488,ms,1580302690978
new,Cypher,CompositeIndexSeek.executePlan,"CompositeIndexSeek.executePlan_(propertyCount,2)_(propertyType,long)_(runtime,slotted)_(selectivity,0.001)",LATENCY,0.115479885460097,ms,1580219266961
new,Cypher,CompositeIndexSeek.executePlan,"CompositeIndexSeek.executePlan_(propertyCount,2)_(propertyType,long)_(runtime,slotted)_(selectivity,0.001)",LATENCY,0.12052656244581,ms,1579947286224
new,Cypher,CompositeIndexSeek.executePlan,"CompositeIndexSeek.executePlan_(propertyCount,2)_(propertyType,long)_(runtime,slotted)_(selectivity,0.001)",LATENCY,0.114933376399771,ms,1579900900073
new,Cypher,CompositeIndexSeek.executePlan,"CompositeIndexSeek.executePlan_(propertyCount,2)_(propertyType,long)_(runtime,slotted)_(selectivity,0.001)",LATENCY,0.111992227471262,ms,1579602689118
new,Cypher,CompositeIndexSeek.executePlan,"CompositeIndexSeek.executePlan_(propertyCount,2)_(propertyType,long)_(runtime,slotted)_(selectivity,0.001)",LATENCY,0.114577484538605,ms,1579557643855
new,Cypher,CompositeIndexSeek.executePlan,"CompositeIndexSeek.executePlan_(propertyCount,2)_(propertyType,long)_(runtime,slotted)_(selectivity,0.001)",LATENCY,0.113369015275619,ms,1579280077629
new,Cypher,ProjectNodeProperty.executePlan,"ProjectNodeProperty.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,188.477652385185,ms,1580833090210
new,Cypher,ProjectNodeProperty.executePlan,"ProjectNodeProperty.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,191.726471378446,ms,1580766830318
new,Cypher,ProjectNodeProperty.executePlan,"ProjectNodeProperty.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,191.47793321393,ms,1580739379847
new,Cypher,ProjectNodeProperty.executePlan,"ProjectNodeProperty.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,191.232081919999,ms,1580375605806
new,Cypher,ProjectNodeProperty.executePlan,"ProjectNodeProperty.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,193.505629150127,ms,1580302690978
new,Cypher,ProjectNodeProperty.executePlan,"ProjectNodeProperty.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,193.432997035533,ms,1580219266961
new,Cypher,ProjectNodeProperty.executePlan,"ProjectNodeProperty.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,189.33269491358,ms,1579947286224
new,Cypher,ProjectNodeProperty.executePlan,"ProjectNodeProperty.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,193.538592405063,ms,1579900900073
new,Cypher,ProjectNodeProperty.executePlan,"ProjectNodeProperty.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,188.174397134328,ms,1579602689118
new,Cypher,ProjectNodeProperty.executePlan,"ProjectNodeProperty.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,195.768467035897,ms,1579557643855
new,Cypher,ProjectNodeProperty.executePlan,"ProjectNodeProperty.executePlan_(propertyType,long)_(runtime,slotted)",LATENCY,191.208616119402,ms,1579280077629
new,Cypher,ProjectNodeProperty.executePlan,"ProjectNodeProperty.executePlan_(propertyType,long)_(runtime,compiled-bytecode)",LATENCY,125.568706323432,ms,1580833090210
new,Cypher,ProjectNodeProperty.executePlan,"ProjectNodeProperty.executePlan_(propertyType,long)_(runtime,compiled-bytecode)",LATENCY,134.655410699822,ms,1580766830318
new,Cypher,ProjectNodeProperty.executePlan,"ProjectNodeProperty.executePlan_(propertyType,long)_(runtime,compiled-bytecode)",LATENCY,133.595999831282,ms,1580739379847
new,Cypher,ProjectNodeProperty.executePlan,"ProjectNodeProperty.executePlan_(propertyType,long)_(runtime,compiled-bytecode)",LATENCY,127.071892976588,ms,1580375605806
new,Cypher,ProjectNodeProperty.executePlan,"ProjectNodeProperty.executePlan_(propertyType,long)_(runtime,compiled-bytecode)",LATENCY,125.407832566721,ms,1580302690978
new,Cypher,ProjectNodeProperty.executePlan,"ProjectNodeProperty.executePlan_(propertyType,long)_(runtime,compiled-bytecode)",LATENCY,124.852116210526,ms,1580219266961
new,Cypher,ProjectNodeProperty.executePlan,"ProjectNodeProperty.executePlan_(propertyType,long)_(runtime,compiled-bytecode)",LATENCY,133.614519887323,ms,1579947286224
new,Cypher,ProjectNodeProperty.executePlan,"ProjectNodeProperty.executePlan_(propertyType,long)_(runtime,compiled-bytecode)",LATENCY,124.628164729064,ms,1579900900073
new,Cypher,ProjectNodeProperty.executePlan,"ProjectNodeProperty.executePlan_(propertyType,long)_(runtime,compiled-bytecode)",LATENCY,125.996613004991,ms,1579602689118
new,Cypher,ProjectNodeProperty.executePlan,"ProjectNodeProperty.executePlan_(propertyType,long)_(runtime,compiled-bytecode)",LATENCY,126.61730254424,ms,1579557643855
new,Cypher,ProjectNodeProperty.executePlan,"ProjectNodeProperty.executePlan_(propertyType,long)_(runtime,compiled-bytecode)",LATENCY,126.645480106666,ms,1579280077629
new,Cypher,CompositeIndexSeek.executePlan,"CompositeIndexSeek.executePlan_(propertyCount,2)_(propertyType,long)_(runtime,interpreted)_(selectivity,0.001)",LATENCY,0.154777728316295,ms,1580833090210
new,Cypher,CompositeIndexSeek.executePlan,"CompositeIndexSeek.executePlan_(propertyCount,2)_(propertyType,long)_(runtime,interpreted)_(selectivity,0.001)",LATENCY,0.166393899820767,ms,1580766830318
new,Cypher,CompositeIndexSeek.executePlan,"CompositeIndexSeek.executePlan_(propertyCount,2)_(propertyType,long)_(runtime,interpreted)_(selectivity,0.001)",LATENCY,0.160884579896015,ms,1580739379847
